Store Number,Longitude,Latitude
12294-55239,-0.74,51.39
28701-250903,-1.75,53.79
22770-222444,-1.73,53.77
19233-199964,0.57,51.87
12439-92929,0.57,51.87
32556-138007,0.63,52.45
32316-134269,0.63,52.45
27637-248275,0.3,51.62
20875-208484,-3.54,51.5
12327-63059,-2.11,52.48
22889-225864,-1.75,53.71
25237-240304,-0.15,50.82
25244-240307,-0.14,50.82
25238-240313,-0.14,50.82
12811-139690,-2.59,51.46
25247-240264,-2.59,51.46
12651-102637,-2.6,51.53
17508-182527,-2.75,51.48
12926-137800,-2.59,51.46
25834-242684,-2.61,51.46
4016-143785,-2.58,51.45
31128-240464,-2.71,51.39
20100-203345,-2.71,51.48
12226-34521,-2.58,51.45
9137-152278,-2.71,51.48
7165-150864,-2.6,51.53
12904-137732,0.02,51.4
12582-97442,0.02,51.4
12088-11316,0.02,51.41
25945-243104,-2.97,53.17
9183-152285,-0.75,52.08
9184-152286,-0.75,52.08
12293-139700,-0.54,51.26
15325-157706,-2.28,53.59
27632-248269,0.71,52.25
12575-96868,-0.76,51.32
28691-250883,-0.75,51.34
27629-248273,0.12,52.21
27631-248271,0.14,52.21
47133-256909,-0.3,52.55
27630-248272,0.12,52.2
18446-191044,0.14,52.19
27640-248267,0.13,52.21
25240-240311,1.08,51.28
12170-17975,1.08,51.28
20405-205384,-3.19,51.51
12899-137735,-2.94,54.9
28703-250902,-1.34,53.71
28697-250901,-1.34,53.71
28833-251450,0.53,51.4
25511-241226,0.52,51.38
15197-157709,-2.21,53.39
27644-248281,0.47,51.73
12217-38319,0.47,51.73
26117-243592,-2.08,51.9
3791-152295,-2.64,53.42
28407-250703,-2.89,53.26
28396-250693,-2.89,53.19
6126-149546,-3.01,53.23
12766-155329,-3.01,53.81
17398-176685,-1.33,53.24
24411-237886,-1.34,53.2
47788-259767,-0.78,50.84
12913-137733,-0.36,51.72
12698-105419,-0.28,51.5
25878-242846,-2.69,53.63
6147-154384,-2.69,53.63
6138-154385,-2.69,53.63
16288-170233,-1.97,51.72
21656-214044,-1.72,53.74
28682-250885,-0.41,51.33
24179-227649,-3.37,54.65
27636-248276,0.9,51.89
31127-106652,-1.55,52.47
3826-153526,-1.49,52.44
12789-139685,-1.51,52.41
9144-152267,-1.55,52.47
26833-245765,-1.55,52.47
6091-153888,-1.55,52.4
18445-191045,-1.5,52.4
25419-240994,-1.51,52.4
18670-194104,-0.18,51.12
24323-237124,-0.19,51.12
28004-249489,-2.44,53.1
12743-139673,-0.1,51.38
12515-94583,-0.1,51.38
1141-134277,-0.09,51.37
12750-140644,-1.55,54.53
28835-251451,1.4,51.22
32246-134149,-1.45,52.92
12757-139686,-1.48,52.92
18413-190744,-1.46,52.96
23544-227650,-2.81,51.77
28695-250904,-1.14,53.52
25421-240992,-1.14,53.52
3756-145912,-2.07,52.51
17503-182544,-1.57,54.78
12390-83728,-1.37,54.82
8095-151344,-1.58,54.78
18981-195184,-1.84,54.85
15878-166205,-1.69,54.64
12953-140504,-0.31,51.51
12044-10590,-0.3,51.51
12310-237068,-0.02,51.13
25241-271805,0.28,50.77
22220-218787,-1.92,52.47
4183-140378,-1.93,52.45
47766-259787,-0.28,51.61
28720-250964,-3.18,55.96
32727-140305,-0.31,51.64
28414-250718,0.27,52.4
29983-256286,-0.95,50.85
22367-220184,0.11,51.7
47854-260060,-0.27,51.33
7166-150865,0.28,51.49
47164-256968,0.19,51.87
27602-248046,-3.53,50.71
25420-240993,-3.54,50.73
24319-237001,-3.53,50.72
32380-138014,-3.4,50.64
3188-143124,-0.76,51.29
28564-250839,-0.8,51.21
12257-54900,-0.78,51.22
47944-260613,-0.41,51.45
16580-173285,-0.86,51.3
17500-182528,-0.86,51.3
25242-240309,1.18,51.08
21167-209704,1.11,51.12
20323-204844,-4.92,50.39
10100-152587,-1.62,54.92
15710-152299,-1.67,54.96
12882-139967,-1.67,54.96
15909-166824,-2.43,51.66
9186-152283,-2.43,51.66
15910-166825,-2.43,51.66
9187-152282,-2.43,51.66
23585-231431,-0.64,52.91
47778-259777,1.73,52.61
12096-11335,0.27,51.44
12083-11315,0.27,51.44
28569-250834,-0.58,51.24
28689-250890,-0.49,51.29
32245-134148,-0.59,51.24
28562-250842,-0.57,51.24
4160-147607,-0.61,51.24
18517-192045,0.23,50.88
12924-137754,-0.22,51.49
9153-152276,-0.86,51.3
16860-176444,-0.86,51.3
9141-152275,-0.86,51.3
18950-196624,-0.76,51.29
17300-176704,-0.41,51.3
12527-95054,-0.38,51.43
12790-140546,-2.18,53.03
28684-250888,-0.84,51.28
26832-245766,-0.86,51.3
49194-267469,0.09,51.77
28699-250898,-1.54,53.99
47765-259788,-0.34,51.58
3748-145904,-0.42,51.48
12525-237069,-0.11,51.01
26116-243594,-1.21,51.76
16018-161984,-0.42,51.48
28567-250836,-0.47,51.75
28563-250841,-0.9,51.54
26107-243593,-2.71,52.06
27643-248282,-0.08,51.8
9139-152280,0.19,51.87
9138-152281,-0.22,51.69
27255-243845,-2.09,54.98
28683-250884,-0.75,51.63
26111-243609,-0.28,51.95
20406-205385,0.22,51.56
28397-250691,-2.53,53.58
47945-260612,-0.36,51.47
18421-190945,-0.48,51.47
26549-244527,-0.49,51.47
25243-240308,-0.16,50.83
12664-103507,-0.33,53.74
15163-157704,-0.41,53.72
17509-182526,-1.56,51.48
22194-218828,-1.56,51.48
18362-190424,-1.56,51.48
26108-243612,-0.18,52.33
17501-182565,-2.09,53.47
49006-266325,0.07,51.56
47772-259783,1.16,52.06
29451-253088,1.14,52.05
20727-208168,1.15,52.05
21328-211887,1.06,52
28413-250714,-4.48,54.15
32591-138011,-1.58,52.34
1134-152287,-0.26,51.63
18172-188369,-0.73,52.43
1560-140952,-2.25,52.39
12935-140407,-0.19,51.54
12514-94541,-0.3,51.41
3793-152297,-3.69,55.51
3758-145906,-2.9,53.78
28405-250704,-2.8,54.05
12598-98207,-1.55,52.28
26114-243606,-1.53,52.29
15162-157705,-1.59,53.84
28705-250895,-1.54,53.8
28704-250908,-1.5,53.84
47833-260048,-1.55,53.8
32743-140304,-1.59,53.73
12370-78700,-1.55,53.79
12082-11905,-1.55,53.8
47939-260606,-1.56,53.8
28698-250897,-1.54,53.8
28706-250907,-1.55,53.79
28694-250906,-1.55,53.8
12715-106313,-1.09,52.68
12474-154324,-1.13,52.62
12524-94988,-1.14,52.64
27650-248322,-1.15,52.63
26830-245769,-1.21,52.62
17504-182529,-1.21,52.62
9185-152268,-1.21,52.62
47869-260051,-0.54,53.23
28289-250624,-0.55,53.22
16287-170232,-0.55,53.23
18363-190444,-0.82,51.08
12453-154387,-0.83,51.08
18671-194105,-2.98,53.41
15883-158324,-2.85,53.35
15708-97735,-2.86,53.34
23350-229325,-2.96,53.41
18171-188368,-2.92,53.46
15348-160524,-2.86,53.34
28408-250701,-2.99,53.41
28400-250698,-2.97,53.41
28409-250699,-2.99,53.4
28406-250705,-2.99,53.4
17480-177564,-2.97,53.41
26936-246145,-2.97,53.4
12929-137795,-0.17,51.46
7013-150064,-0.11,51.46
14945-154366,0.25,51.88
12949-140506,-0.1,51.51
12600-98209,-0.12,51.53
12130-15520,-0.19,51.49
12079-11904,-0.21,51.52
12283-55721,-0.14,51.52
12081-11216,-0.02,51.5
12680-104297,-0.15,51.44
12063-10609,-0.19,51.49
12365-77687,-0.09,51.51
12823-140547,-0.15,51.52
16936-176204,-0.17,51.43
12401-85700,-0.11,51.53
12373-78720,-0.15,51.49
48307-262809,-0.22,51.51
48984-265754,-0.3,51.51
12917-137790,-0.09,51.52
12177-23186,-0.19,51.5
12971-140948,-0.22,51.51
12768-140465,-0.08,51.46
12385-82660,-0.14,51.5
12073-11116,-0.18,51.5
12362-75901,-0.19,51.48
12314-62402,-0.12,51.52
12052-10419,-0.14,51.59
29489-254066,-0.13,51.57
12359-75880,-0.14,51.46
12671-104117,0,51.5
12122-11946,-0.14,51.52
12754-137688,-0.13,51.53
15105-157269,-0.19,51.47
12261-55319,-0.2,51.51
12546-95758,-0.22,51.5
12006-10257,-0.15,51.51
12207-33145,-0.09,51.52
12021-10341,-0.14,51.51
12144-16814,-0.1,51.52
17548-183076,-0.08,51.51
12278-55759,-0.13,51.52
16660-174224,-0.08,51.52
12436-92761,-0.23,51.51
12004-10855,-0.19,51.5
12300-65543,-0.24,51.58
12277-56620,-0.1,51.63
12202-23649,-0.08,51.51
12374-78721,-0.12,51.52
25409-240951,0.03,51.51
12656-102946,-0.13,51.51
12796-140418,-0.16,51.52
25631-241705,-0.13,51.51
12151-19263,-0.18,51.49
12205-34522,-0.21,51.51
22891-225945,-0.16,51.5
12318-47400,-0.17,51.55
12779-140491,-0.11,51.62
12541-95604,-0.18,51.52
12420-88040,-0.12,51.52
3607-145624,-0.08,51.52
12162-22021,-0.14,51.53
12898-137731,-0.05,51.49
12376-78821,-0.13,51.51
12291-47983,-0.14,51.52
12119-11947,-0.2,51.57
12601-98270,-0.18,51.62
12639-101079,-0.12,51.49
12197-33141,-0.1,51.51
12404-85703,-0.12,51.51
12085-11295,-0.19,51.55
12078-11926,-0.12,51.51
12065-10876,-0.19,51.51
28836-251454,-0.15,51.49
12068-11195,-0.14,51.52
12072-11115,-0.17,51.46
12153-17957,-0.08,51.51
15880-162205,-0.11,51.5
12275-63746,-0.07,51.51
18562-192607,-0.12,51.53
27845-248888,-0.18,51.49
12808-140544,-0.15,51.51
12315-62403,-0.13,51.53
12685-104385,-0.07,51.52
12437-92928,-0.19,51.53
12212-38581,-0.08,51.52
16025-157744,-0.01,51.54
12752-140612,-0.23,51.41
12297-55099,-0.21,51.44
12025-10403,-0.2,51.51
47373-254294,-0.29,51.51
12158-22023,-0.16,51.55
29850-255544,-0.01,51.54
12215-33143,-0.08,51.52
12424-88680,-0.13,51.52
16031-166244,-0.09,51.52
12406-85705,-0.1,51.52
23578-231425,-0.11,51.5
12014-10339,-0.14,51.5
12751-140489,-0.14,51.51
12711-105805,-0.18,51.41
12360-75881,-0.29,51.48
12962-142504,-0.14,51.51
12371-78701,-0.22,51.49
15640-159226,-0.13,51.5
20726-208169,-0.07,51.63
6145-149765,-0.17,51.49
12419-87540,-0.22,51.49
12022-10382,-0.14,51.51
12559-96360,-0.09,51.53
12398-85695,-0.26,51.49
12972-140949,-0.22,51.51
12058-10406,-0.14,51.51
12033-10380,-0.21,51.48
12013-10378,-0.2,51.47
12809-96661,-0.09,51.5
12650-102781,-0.14,51.52
26205-243830,-0.16,51.51
23655-232444,-0.13,51.53
12169-23184,-0.15,51.49
12280-59239,-0.14,51.51
12339-60039,-0.19,51.52
3191-145067,-0.21,51.42
12421-88320,-0.18,51.52
12114-12027,-0.16,51.52
12071-10731,-0.17,51.49
12286-60079,-0.13,51.51
12560-96361,-0.19,51.47
12317-59679,-0.11,51.53
12265-46759,-0.18,51.55
12039-10589,-0.12,51.51
16594-165226,-0.01,51.51
18146-188344,-0.14,51.51
12198-38259,-0.12,51.5
12056-10405,-0.14,51.45
12248-55179,-0.11,51.5
17571-183529,-0.08,51.52
5189-148827,-0.07,51.51
49661-270226,-0.13,51.48
12747-140464,-0.02,51.5
12186-32120,-0.22,51.58
24321-237126,0.02,51.49
12509-94369,-0.21,51.54
12005-10346,-0.15,51.51
12165-19479,-0.12,51.51
12891-137726,-0.02,51.38
12395-84602,-0.1,51.55
12157-22022,-0.01,51.48
12195-33460,-0.14,51.54
12104-11922,-0.17,51.52
12190-31019,-0.11,51.52
12712-105806,-0.16,51.5
12211-34939,-0.09,51.51
1171-140696,-0.08,51.51
12194-16874,-0.1,51.51
12353-74920,-0.17,51.49
12038-10588,-0.17,51.53
12352-74628,-0.13,51.49
12027-10347,-0.19,51.51
12268-63739,-0.11,51.51
18674-194126,-2.87,55.74
12131-15517,-0.08,51.65
12139-15893,-0.16,51.55
12040-10398,-0.12,51.52
16888-176687,-0.12,51.53
18677-194125,-0.14,51.5
12410-85691,-0.12,51.58
12015-10856,-0.09,51.51
12313-43279,-0.21,51.42
12372-78702,-0.15,51.54
12428-90786,-0.1,51.51
26723-245129,-0.03,51.41
4152-153545,-0.09,51.5
12672-104116,-0.23,51.49
12204-33419,-0.18,51.49
22890-225944,-0.16,51.52
12164-25147,-0.13,51.52
12256-40840,-0.09,51.51
12230-41499,-0.08,51.51
12402-85701,-0.2,51.5
24136-236024,-0.04,51.52
12224-32119,-0.1,51.52
47771-259784,-0.28,51.66
12223-38279,-0.1,51.51
12778-139697,-0.3,51.41
12625-224605,-0.01,51.5
12644-102516,-0.13,51.52
12061-10545,-0.13,51.5
12326-210844,-0.02,51.5
20858-208629,-0.11,51.56
12323-68884,-0.14,51.46
12295-62259,-0.1,51.51
12968-140731,-0.13,51.53
12364-77460,-0.15,51.51
1304-143865,-0.14,51.51
12397-85693,-0.26,51.49
12101-11903,-0.12,51.51
47901-260029,-0.09,51.51
12569-96703,-0.28,51.72
25368-238534,-1.2,52.77
25198-240127,0.06,51.65
28832-251448,1.75,52.48
12851-145946,-0.38,51.88
26349-244324,-0.41,51.88
7187-154511,-0.38,51.88
21901-216004,-0.72,51.52
26742-245292,0.52,51.27
32725-140324,0.51,51.3
18169-188366,-2.23,53.46
18424-190948,-2.28,53.37
28782-251212,-2.25,53.47
12361-75900,-2.23,53.48
12588-97821,-2.24,53.48
5153-147904,-2.24,53.48
19237-199967,-2.23,53.47
12607-98517,-2.25,53.48
12508-94978,-2.24,53.48
12201-38582,-2.25,53.48
20094-203364,-2.24,53.48
12099-11948,-2.24,53.48
12570-96870,-2.35,53.47
12805-140548,-2.24,53.48
23659-232446,-2.24,53.49
12549-95858,-2.25,53.48
13028-149524,-2.34,53.47
12069-185824,-2.35,53.47
12176-25207,-2.25,53.48
12590-97819,-2.22,53.44
12544-95759,-2.24,53.47
12589-97820,-2.24,53.48
12225-38142,-2.24,53.49
23477-229326,-2.22,53.41
29726-255065,-2.27,53.36
28294-250627,-1.31,53.11
26109-243611,-0.92,52.48
28568-250835,-0.78,51.57
12783-140488,-1.24,54.58
18157-188190,-2.43,53.2
12167-19459,-0.76,52.04
12154-23448,-0.76,52.04
26110-243610,-0.69,52.04
24492-229329,-0.75,52.04
19582-193104,-0.78,52.04
23436-230304,-0.75,52.08
18156-188186,-1.72,53.69
32386-134267,-1.01,53.21
28286-250629,-0.81,53.08
28566-250837,-1.32,51.4
12614-99020,-1.67,54.96
12592-98116,-1.61,54.99
27110-246875,-2.29,52.99
22195-218827,-2.29,52.99
12837-137775,-1.61,54.97
27109-246874,-2.29,52.99
12536-95487,-1.62,54.97
12653-102943,-1.61,54.98
9179-152313,-1.62,54.97
24392-236907,-1.66,55.01
23808-231870,-2.21,53.03
12126-15513,-1.61,54.97
3754-145913,-1.51,55.03
19235-199965,-1.6,54.97
18150-188192,0.41,52.27
28834-251449,0.41,52.24
21152-209624,-1.29,50.7
28918-251789,-2.99,51.59
20723-208166,-2.95,51.57
26989-246411,0.4,52.75
12264-106754,-0.23,51.37
26806-245689,-0.9,52.24
23654-232445,-0.91,52.24
7008-150065,-0.9,52.23
20721-208165,-0.94,52.24
47776-259779,1.3,52.63
47775-259780,1.29,52.62
47777-259778,1.29,52.63
27844-248886,1.31,52.63
26888-245965,1.31,52.62
15211-157710,-1.24,52.9
1140-134271,-1.15,52.94
15981-167231,-1.18,52.95
28285-250634,-1.28,53
28284-250632,-1.15,52.95
28291-250635,-1.15,52.95
15982-167229,-1.19,52.94
28293-250630,-1.15,52.95
18159-188188,-1.14,53.3
32554-134275,-1.05,53.17
32382-138012,-0.29,54.19
18153-188193,-2.31,51.76
25950-243132,-2.88,53.57
22196-218304,0.1,51.38
16909-170231,-3.03,52.85
23624-231807,-1.23,51.76
29040-252208,-1.23,51.85
26119-243591,-1.26,51.75
27381-247388,-1.1,51.74
9154-152274,-1.1,51.71
26115-243595,-1.26,51.78
9142-152273,-1.1,51.74
1524-152886,-1.28,51.79
32507-134272,-2.74,54.6
32437-134273,-2.74,54.6
26113-243607,-0.24,52.57
3899-165164,-0.25,52.57
18414-190747,0.34,50.82
47770-259789,-0.39,51.58
24316-237004,-4.14,50.37
24318-237002,-4.14,50.37
27254-245966,-0.8,53.92
26725-245124,-1.98,50.72
18787-193485,-1.08,50.84
47790-259765,-1.09,50.8
24178-236404,-1.09,50.8
17512-240006,-0.22,51.69
26829-245770,-0.22,51.69
28398-250690,-2.68,53.75
18143-188365,-2.65,53.79
18173-188370,-2.9,53.82
7121-150526,-2.68,53.77
16937-174804,-2.01,52.46
12178-20020,-1.06,51.44
12645-102518,-0.97,51.45
28686-250881,-0.97,51.46
12422-88321,-0.97,51.45
20095-203365,-0.97,51.46
20478-230044,-0.97,51.46
28687-250891,-0.97,51.46
12901-137689,-0.15,51.29
24288-237070,-0.29,51.47
12115-12047,-0.3,51.46
21324-211889,0.67,51.82
16938-166845,-2.17,53.6
47773-259782,0.18,51.58
47767-259786,0.18,51.58
8190-151586,-2.57,51.93
8893-151111,-2.73,53.34
27639-248270,0.24,52.02
23658-232526,-1.78,51.06
47791-259764,-1.8,51.07
25763-241286,-2.95,53.24
28290-250626,-1.49,53.38
12445-93598,-1.41,53.41
27111-246880,-1.28,53.32
28288-250631,-1.47,53.38
12409-85690,-1.41,53.41
15895-166384,-1.46,53.38
28283-250628,-1.49,53.37
28287-250625,-1.47,53.38
25877-242847,-1.28,53.32
12831-140564,-1.41,53.41
28292-250633,-1.47,53.38
15606-162366,-1.41,53.4
15550-162904,-0.25,50.85
24413-237888,-2.76,52.68
12840-140647,-2.75,52.71
25423-240990,-2.75,52.71
12576-96869,-2.75,52.69
6152-149804,-2.72,52.75
3680-152305,-2.4,52.68
26937-246146,0.74,51.34
28837-251453,-2.02,53.96
28681-250886,-0.59,51.51
6073-146871,-1.82,52.39
12196-33039,-1.78,52.41
23105-227804,-1.45,54.98
28393-250695,-2.88,53.27
20256-204405,-1.41,50.9
1520-152884,-1.41,50.9
21873-214504,-1.31,50.92
20671-207754,-1.4,50.91
47859-260068,-1.4,50.91
23485-230746,-1.41,50.91
27645-248280,0.71,51.54
28402-250696,-3.01,53.65
12663-103506,-0.1,51.51
48684-264564,0.13,52.8
47864-260055,-0.34,51.75
16606-170228,-2.77,53.47
26202-242027,-1.84,50.83
12147-18156,-0.29,51.72
29247-253089,-2.12,52.8
12911-137738,-2.12,52.81
1130-152269,-2.29,52.99
9120-151584,-1.86,52.91
1131-152270,-2.29,52.99
47857-260067,-1.48,52.92
12229-35480,-0.52,51.43
21706-239145,0.26,51.89
27843-248889,-0.2,51.89
21342-211126,-2.16,53.4
26585-244689,-2.18,53.05
24412-237887,-2.24,53.03
12737-140844,0,51.54
26112-243608,-1.71,52.19
15850-165764,0.55,52.39
12947-48040,-1.38,54.91
12528-94987,-0.31,51.39
1158-138010,-0.19,51.36
47860-260056,-0.19,51.36
12281-55159,-1.82,52.56
12771-155330,-1.83,51.56
12416-87281,-1.81,51.6
47866-260052,-1.79,51.56
47832-260044,-1.8,51.56
32465-138009,-2.11,53.49
31680-134124,-1.7,52.63
24414-237889,-1.61,52.6
12289-227665,-0.67,51.52
25422-240991,-3.1,51.02
47935-260611,-0.33,51.43
22878-225146,-2.45,52.67
20857-208628,-2.12,52
15494-158984,0.66,52.39
15851-163467,-1.57,54.7
12377-78822,0.28,51.49
25239-240312,0.27,51.19
29753-254295,-3.53,50.46
20255-204406,-2.21,51.33
24317-237003,-5.05,50.26
25246-240305,0.26,51.13
47856-260059,-0.33,51.45
12380-80460,-0.48,51.55
12192-23449,-0.48,51.55
16939-176686,-1.52,53.65
16137-157266,-3.05,53.44
12838-140737,-1.99,52.59
32664-138524,-2.01,52.58
27634-248278,-0.04,51.72
12312-65546,-0.42,51.39
23662-229330,-0.19,51.46
47774-259781,0.03,51.58
32315-134268,-2.22,51.17
15115-157711,-2.6,53.38
28404-250702,-2.6,53.39
22771-222424,-2.53,53.42
28399-250689,-2.64,53.42
22192-218830,-1.5,52.22
7164-150844,-1.5,52.22
26045-243304,-1.61,52.28
22193-218829,-1.51,52.22
26741-245296,-0.4,51.66
47768-259785,-0.39,51.66
15932-164784,-2.01,52.57
28707-250966,-0.69,52.29
47867-260072,-0.2,51.8
22021-216985,-0.28,51.56
20729-208172,-0.28,51.56
49359-268364,-0.19,51.16
18936-196184,-0.18,51.16
25369-237273,0.27,51.49
18477-171205,-1.57,53.76
15104-157584,-2.92,51.27
28565-250838,-0.46,51.37
32381-138013,-2.49,50.6
24415-237890,-2.71,52.97
47785-259770,-1.25,50.89
28003-249486,-0.36,51.45
22649-222784,-1.49,51.78
28403-250700,-2.63,53.55
18142-188364,-2.67,53.55
28395-250694,-2.23,53.33
32744-134274,-2.23,51.19
12311-55039,-1.34,51.05
47783-259772,-1.31,51.06
29617-254527,-0.61,51.48
18154-188187,-2.96,53.31
15212-157712,-2.99,53.35
18415-190746,0.21,52.68
28561-250843,-0.56,51.32
21345-211127,-0.55,51.31
12620-99392,-2.13,52.58
47897-260287,-2.13,52.59
12884-137739,0.07,51.49
27733-248624,-2.22,52.19
23487-230748,-0.37,50.81
23486-230747,-0.38,50.83
26182-243846,-2.41,51.54
22464-221087,-2.61,50.94
28696-250905,-1.05,53.99
28693-250900,-1.08,53.92
18863-194128,-1.09,53.96
28700-250896,-1.08,53.96
3785-152292,-1.28,53.32
3790-152293,-1.28,53.32
1127-152288,-1.75,53.71
1128-152289,-1.74,53.71
23410-236917,-6.23,54.73
23401-230086,-6.28,54.33
23411-230090,-5.7,54.66
23412-230087,-5.93,54.6
26216-244044,-5.93,54.6
23403-230071,-5.96,54.57
47740-259625,-5.87,54.62
23406-230068,-5.94,54.59
24491-238154,-5.93,54.6
18423-190947,-6.22,54.66
23405-230069,-5.93,54.6
23404-247553,-5.96,54.58
23415-230084,-5.93,54.59
23408-230066,-5.93,54.6
23416-230072,-6.67,55.13
23409-230065,-6.39,54.45
23413-230089,-7.32,54.99
23407-230067,-7.27,55
23414-230085,-6.34,54.18
12892-137745,-2.1,57.15
12155-15514,-2.1,57.15
21608-213346,-2.11,57.17
12849-139607,-2.11,57.14
23663-220744,-2.21,57.15
12110-11930,-2.11,57.14
7059-150224,-2.1,57.14
23019-227090,-3.18,51.48
20848-208626,-4.52,55.94
24137-227651,-3.4,56.08
3794-152300,-3.08,55.01
18896-196625,-3.61,55.07
12138-15516,-2.97,56.46
12893-137746,-3.46,56.07
12773-139659,-4.18,55.76
12595-98114,-3.18,55.95
23542-231125,-3.21,55.95
12060-10175,-3.21,55.95
22809-222384,-3.23,55.97
12172-21961,-3.2,55.95
12629-100508,-3.22,55.95
12296-47940,-3.18,55.98
12857-139656,-3.19,55.94
12463-154646,-3.11,55.93
12124-13990,-3.19,55.95
12649-102743,-3.21,55.93
23716-232705,-3.23,55.9
12216-38380,-3.2,55.95
12850-139655,-3.18,55.94
